interview__key,aggree,date,Q1,Q2,Q3C,Q4,Q5,Q6,Q6_oth,Q7,Q8,Q9,Q10,Q11A,Q11B,B1,B2,B3,B3_oth,B4,B4_oth,B5,B6A,B6B,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C16_oth,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E4_1,E5,E6,E7,E8,E9,E10,E11__1,E11__2,E11__3,E11__4,E11__5,E11__6,E11_oth,E12,E13,E14,E15,E16A,E16B,E17,E18,E19,E20,E21,E22A,E22B,E23,E24,E25,E26,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38__0,E38__1,E38__2,E38__3,E38__4,E39__0,E39__1,E39__2,E39__3,E39__4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51_m,E51_f,E52,E53,E53_1,E54,F1,F2,F3,F4,F5,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29
14-64-66-24,Yes,18/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Ful,,6,3,3,3,4,0,46,Female,Married,,TVET (circle,,1000,,,Disagree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Disagree,Female,Very unsatis,,To the fulle,To a great e,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,No,Disagree,No,No, ,To a moderat,To a limited,To a limited,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,Don't Know,Don't Know,Don't Know,,Don't Know,,,To a great e,No,To the fulle,To the fulle,To a great e,To the fulle,Don't Know,,To the fulle,No,Don't Know,To the fulle,To the fulle,No,,,,,,,,,,,Don't know,To a moderat,To a moderat,To a moderat,To the fulle,To a great e,To a moderat,To a moderat,To the fulle,No,To the fulle,Don't know,Don't know,Don't Know,No, ,To the fulle,To a moderat,To a moderat,To a limited,To a moderat,To a limited,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,Don't know,To the fulle,To a great e,To the fulle,To a moderat,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,Don't know,To the fulle,Don't know,Don't know,To a limited,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle
03-27-48-53,Yes,17/09/ 2014,Record Office,Sidama,Hawassa,Data And Statistics,Senior offic,Employed Ful,,5,2,2,2,6,2,38,Male,Married,,University d,,5000,2,0,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly dis,Strongly agr,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Female,Satisfied,,Not at all,To a moderat,To a great e,To a limited,To a great e,To a moderat,To a limited,To a limited,Not at all,To a limited,Not at all,No,Neutral,No,No, ,Not at all,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,No,Don't Know,3,2,No,No,Yes,Don't Know,Yes,0,6,To a limited,Don't Know,To a moderat,To a moderat,To a limited,To a limited,Don't Know,,Don't know,No,Don't Know,Don't know,To a limited,No,,,,,,,,,,,To a limited,To a moderat,To a great e,Don't know,Don't know,To a moderat,To a limited,Don't know,To a moderat,Don't Know,To a limited,90,10,No,No, ,Don't know,To a limited,To a moderat,Don't know,To a limited,To a limited,To a moderat,To a great e,To the fulle,To a limited,To a limited,To a moderat,To a moderat,To the fulle,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a limited,Don't know,To a limited,To a limited,To a moderat,To the fulle,To a limited,To a moderat,To a moderat,To a limited
94-92-48-02,Yes,22/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Par,,Refussed,Refussed,Refussed,Refussed,3,0,28,Female,Cohabiting w,,College dipl,,1900,,,Strongly dis,Strongly dis,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Female,Somewhat sat,,To a limited,To the fulle,Don't know,To the fulle,To the fulle,To the fulle,Don't know,Don't know,To a great e,To the fulle,To a great e,No,Neutral,No,No, ,To a great e,To the fulle,To a great e,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,Don't Know,Don't Know,Don't Know,,No,,,To a moderat,No,To the fulle,To a great e,To the fulle,To a moderat,No,,To the fulle,No,Don't Know,To a moderat,To a great e,No,,,,,,,,,,,To the fulle,Don't know,Don't know,Don't know,To the fulle,To a moderat,To a great e,To a moderat,To a limited,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To a great e,To a moderat,To a limited,To a moderat,To a great e,To a moderat,Not at all,To a moderat,To the fulle,To a moderat,To a great e,To a moderat,To a limited,To a moderat,To a moderat,To the fulle,To a limited,To a limited,To a limited,To a great e,To a moderat,To a great e,To a limited,To a great e,To the fulle,To a limited,To a moderat,To a limited,To a great e,To a limited,To the fulle,To a great e,To a moderat,To a great e
90-15-33-35,Yes,20/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Par,,3,2,2,1,7,0,30,Female,Married,,TVET (circle,,2300,,,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Female,Very unsatis,,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a moderat,Not at all,Not at all,To a limited,No,Disagree,No,No, ,To a limited,Not at all,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,Don't Know,,Don't Know,,,To the fulle,Don't Know,To the fulle,To a great e,To a moderat,To a moderat,Don't Know,,To a moderat,Don't Know,Don't Know,To a moderat,To a moderat,No,,,,,,,,,,,To a great e,To a moderat,To a moderat,To a great e,To the fulle,To a moderat,To a great e,To a moderat,To a great e,No,To a limited,Don't know,Don't know,No,No, ,To a moderat,To the fulle,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To the fulle,To a great e,To a great e,To a great e,To the fulle,To a limited,Not at all,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,Not at all,To a limited,To a great e,To a moderat,To a limited,To a moderat,Not at all,To a great e,To a moderat,Not at all
40-73-02-88,Yes,24/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Par,,5,4,4,1,6,0,31,Female,Married,,TVET (circle,,3600,1,,Disagree,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Disagree,Strongly dis,Disagree,Strongly dis,Female,Extremely sa,,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To a great e,To the fulle,Not at all,No,Disagree,No,No, ,To a great e,To a limited,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,Not at all,No,To the fulle,To the fulle,To the fulle,To a great e,Don't Know,,Don't know,Don't Know,Don't Know,Don't know,To the fulle,No,,,,,,,,,,,To a limited,To a moderat,To a moderat,Don't know,To the fulle,To a great e,To a great e,To the fulle,To the fulle,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To the fulle,To a moderat,To a limited,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To the fulle,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To the fulle,To the fulle,To a moderat,To a moderat,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To a limited,To a limited,To a great e,To the fulle,To the fulle
39-29-66-08,Yes,23/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,123,6,6,6,7,0,35,Female,Married,,University d,,5080,1,3,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Strongly agr,Strongly dis,Strongly dis,Disagree,Disagree,Strongly dis,Female,Satisfied,,To a moderat,Not at all,Not at all,To a limited,To the fulle,To the fulle,To a great e,To a great e,To a moderat,To a great e,To a moderat,No,Disagree,No,No, ,To a moderat,Not at all,To a limited,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,To a great e,No,To a great e,To a moderat,To a moderat,To a moderat,No,,To the fulle,No,No,To a great e,To a great e,No,,,,,,,,,,,To the fulle,To a great e,To a great e,To a great e,To the fulle,To a great e,To a great e,To the fulle,To the fulle,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To a great e,To a limited,Not at all,To a great e,To a moderat,To a great e,To a great e,To a great e,To a great e,To a moderat,To the fulle,To a moderat,To a moderat,To a great e,To a limited,To a great e,To a moderat,To a limited,To a great e,To a great e,To a moderat,To a great e,To the fulle,To a moderat,To a limited,To a moderat,To a limited,To a great e,Not at all,To a moderat,To a great e,To a moderat,To a great e,Don't know
55-52-18-07,Yes,18/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Middle level,Employed Ful,,Refussed,Refussed,Refussed,Refussed,5,0,28,Female,Single,,University d,,Refused,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly dis,Strongly dis,Neutral,Neutral,Neutral,Female,Very unsatis,,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a moderat,Not at all,Not at all,Yes,Agree,Yes,No, ,To a limited,To a moderat,To a limited,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,No,Don't Know,Refused,Refused,Yes,No,Don't Know,,Don't Know,,,To a limited,No,To a great e,To a moderat,To a limited,To a moderat,No,,To a limited,Don't Know,No,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a limited,Don't know,Don't know,Don't know,To a moderat,To a great e,To a moderat,To a moderat,Yes,To a limited,Don't know,Don't know,No,No, ,To a limited,To a limited,To a limited,To a limited,Not at all,To a limited,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,Don't know,To a limited,To a limited,Not at all,Not at all,To a limited,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a great e,To a moderat,To a limited,To a limited,Don't know,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited
34-38-22-92,Yes,23/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Senior offic,Employed Par,,11,4,4,7,6,0,34,Female,Married,,Completed se,,4500,1,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Neutral,Neutral,Agree,Female,Extremely sa,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To a great e,Don't know,To a great e,No,Disagree,No,No, ,To the fulle,To the fulle,To a great e,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a limited,No,To a great e,To the fulle,To a great e,To a moderat,No,,To a moderat,Don't Know,No,To a great e,To the fulle,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a limited,Don't know,To the fulle,To a great e,To a great e,To a moderat,No,To the fulle,Don't know,Don't know,Don't Know,No, ,To a moderat,To a moderat,To a limited,To a limited,Don't know,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a limited,To a great e,To a great e,To the fulle,To the fulle,To a great e,Not at all,To a great e,To a moderat,To a great e,To a moderat,To a great e,To a great e,To the fulle,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a limited,To a moderat,To a limited,To a great e,Don't know,To a moderat
82-45-53-96,Yes,24/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,6,3,3,3,4,,30,Female,Married,,University d,,3400,1,,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Female,Somewhat sat,,To a moderat,To a limited,To a moderat,To a moderat,To a great e,To a moderat,To the fulle,To a moderat,To a great e,To a great e,To a limited,No,Disagree,No,No, ,To a great e,To a great e,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a great e,No,To a great e,To a great e,To the fulle,Don't know,No,,To the fulle,No,No,To a great e,To a moderat,No,,,,,,,,,,,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,To the fulle,To a great e,To a great e,To a great e,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To a limited,To a limited,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e
69-89-35-46,Yes,24/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,4,2,2,2,3,0,26,Female,Single,,College dipl,,Refused,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Neutral,Neutral,Female,Extremely sa,,To a moderat,To a limited,To a great e,To a moderat,To the fulle,To a great e,To a moderat,Don't know,To a limited,To a limited,To a limited,No,Disagree,No,No, ,To a moderat,To the fulle,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,To a great e,No,To the fulle,To the fulle,To a great e,To a great e,No,,To the fulle,No,No,To a moderat,To a moderat,No,,,,,,,,,,,To the fulle,Don't know,To the fulle,To a great e,To the fulle,To a moderat,To the fulle,To the fulle,To the fulle,No,To a great e,Don't know,Don't know,No,No, ,To the fulle,To a great e,To a great e,To the fulle,To a great e,To a great e,To the fulle,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To the fulle,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To a limited,To the fulle,To a moderat,To a moderat
92-32-51-99,Yes,23/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Ful,,5,3,3,2,3,0,27,Female,Single,,College dipl,,Refused,,,Disagree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Strongly dis,Strongly dis,Disagree,Disagree,Strongly dis,Disagree,Female,Extremely sa,,To a moderat,To a limited,To a limited,Not at all,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a limited,No,Disagree,No,No, ,To a moderat,To a limited,To a moderat,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,Don't Know,Don't Know,Don't Know,,Don't Know,,,To a moderat,Don't Know,To a great e,To a great e,To the fulle,Don't know,Don't Know,,To the fulle,Don't Know,No,To a great e,To the fulle,No,,,,,,,,,,,Don't know,To the fulle,To the fulle,Don't know,To the fulle,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,Don't know,Don't Know,No, ,To the fulle,Don't know,To a limited,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,Don't know,Don't know,To the fulle,To the fulle,To a great e,To a great e,To a great e,To the fulle,To a great e,Not at all,Not at all,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,Not at all,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a great e
39-19-29-74,Yes,19/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,7,3,3,4,3,0,27,Female,Single,,College dipl,,Refused,,,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly agr,Neutral,Agree,,Neutral,Disagree,Female,Very unsatis,,To a moderat,To a great e,To a great e,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,No,Neutral,No,No, ,To a great e,To a great e,To a great e,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,To a great e,No,Don't know,Don't know,Don't know,Don't know,Don't Know,,To the fulle,No,Don't Know,To the fulle,To the fulle,No,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,To a great e,To the fulle,To a great e,To the fulle,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To a great e,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a limited,To the fulle
38-45-37-89,Yes,19/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,13,6,6,7,6,0,40,Male,Married,,University d,,12000,3,,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Female,Extremely sa,,Not at all,To a limited,To a moderat,To a great e,To a moderat,To a limited,To a moderat,To a moderat,To the fulle,To a great e,To a great e,Yes,Disagree,No,No, ,To the fulle,To the fulle,To the fulle,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a moderat,No,To the fulle,To a great e,To a moderat,To a great e,Don't Know,,To a great e,No,No,To a great e,To a great e,No,,,,,,,,,,,To a moderat,To a moderat,To a great e,To a moderat,To the fulle,To a great e,To a great e,To a moderat,To the fulle,No,To a great e,Don't know,Don't know,No,No, ,To a great e,To a moderat,To a moderat,To a great e,To a limited,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To a limited,Not at all,To the fulle,To a moderat,To a great e,To a great e,To a great e,To the fulle,To a great e,To the fulle,To the fulle,To a great e,To a moderat,To a moderat,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a moderat,To a great e,To a limited,To a moderat,To a moderat,To a limited
48-03-82-37,Yes,17/09/ 2014,Not Answered,Amhara,Bahir Dar,Hr Directorate,Junior Profe,Employed Ful,,Don't Know.,Don't Know.,Don't Know.,Don't Know.,10,0,31,Female,Married,,University d,,Refused,0,0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Strongly dis,Female,Extremely sa,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,To a great e,Don't know,To a great e,To the fulle,To a great e,Yes,Agree,No,No, ,Don't know,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,To some exte,Don't Know,Don't Know.,Don't Know.,Yes,Don't Know,Yes,Yes,Yes,0,4,To a limited,Don't Know,To a moderat,Don't know,To the fulle,Don't know,Don't Know,,Don't know,Don't Know,Don't Know,To a limited,To a great e,No,,,,,,,,,,,To a great e,To a limited,To a limited,To a limited,Don't know,Don't know,Don't know,Don't know,To a moderat,Don't Know,Don't know,Don't know,Don't know,Don't Know,No, ,To a moderat,Don't know,Don't know,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
16-56-04-80,Yes,20/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,7,3,3,1,5,0,35,Female,Married,,University d,,2800,1,,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Neutral,Strongly dis,Disagree,Disagree,Disagree,Disagree,Agree,Strongly dis,Female,Satisfied,,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,No,Neutral,No,No, ,To a limited,Not at all,To a limited,No,Yes,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,No,Don't Know,,Don't Know,,,Don't know,Don't Know,To the fulle,To the fulle,To the fulle,To the fulle,No,,To the fulle,Don't Know,Don't Know,To the fulle,To the fulle,No,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,To a moderat,To a great e,To the fulle,To the fulle,No,To the fulle,Don't know,Don't know,No,Don't know, ,Don't know,To the fulle,To a great e,To the fulle,To a moderat,To a limited,To a great e,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To the fulle,To a great e,To a limited,To the fulle,To a great e,To a great e,To a moderat,To the fulle,To a moderat,To the fulle,To a great e,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To the fulle,To the fulle,To the fulle
26-08-11-74,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Senior offic,Employed Ful,,17,8,8,9,9,0,37,Female,Married,,University d,,6000,3,1,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Female,Very unsatis,,To a great e,To a great e,To a great e,To a moderat,To a great e,To a moderat,To the fulle,To a moderat,To a great e,To a great e,To a great e,No,Neutral,No,No, ,To a great e,To a great e,To a great e,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,To a moderat,No,To a great e,To a moderat,To a great e,To a great e,No,,To a great e,No,No,To a great e,To a moderat,No,,,,,,,,,,,To a great e,To a moderat,To a limited,To a great e,To a great e,To a great e,To the fulle,To the fulle,To a great e,No,To the fulle,Don't know,Don't know,Don't Know,No, ,To a great e,To a great e,To a great e,To a limited,To a limited,To a limited,To a great e,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a limited,To a moderat,To a great e,To a great e,To a great e,To a great e,To the fulle,To the fulle,Don't know,To the fulle,To the fulle,To a great e,To a moderat,To a moderat,To a great e,To a limited
62-65-52-52,Yes,16/09/ 2014,Not Answered,Amhara,Bahir Dar,Hr Directorate,Middle level,Employed Ful,,14,13,5,1,20,2,55,Female,Married,,University d,,8017,0,0,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Female,Extremely sa,,Not at all,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Not at all,To the fulle,To the fulle,No,Neutral,No,No, ,Don't know,Don't know,Don't know,No,No,Yes,No,No,No,No,Yes,No,,No,No,No,Yes,1,13,No,No,Yes,Yes,Yes,0,4,To a moderat,Don't Know,To the fulle,Don't know,Don't know,To the fulle,Yes,To a limited,Don't know,Don't Know,Don't Know,Don't know,To the fulle,No,,,,,,,,,,,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,To the fulle,Don't know,Don't Know,Don't know,70,30,Don't Know,Don't know, ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
39-45-36-02,Yes,26/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,9,3,3,6,5,0,26,Female,Single,,College dipl,,Refused,,,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Somewhat sat,,To a limited,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To the fulle,To a great e,No,Disagree,No,No, ,To a great e,To a moderat,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,No,,,To a moderat,No,To a great e,To a great e,To a moderat,To a moderat,No,,To a moderat,No,No,To a great e,To a great e,No,,,,,,,,,,,To a great e,To a moderat,To a moderat,To the fulle,Don't know,To a great e,To a moderat,To a moderat,To the fulle,No,To a moderat,Don't know,Don't know,No,No, ,To a moderat,To the fulle,To a moderat,To a moderat,To a limited,To a limited,To a great e,To a moderat,To a great e,To the fulle,To a limited,To the fulle,To a limited,To a limited,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a moderat,Not at all,Not at all,To a great e,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a limited
50-37-42-98,Yes,20/09/ 2014,Driver,Amhara,Bahir Dar,Not Answered,Lower (less,Employed Ful,,Don't Know.,1,6,7,12,9,48,Male,Married,,Completed pr,,Refused,1,1,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Female,Extremely sa,,Don't know,Not at all,To a great e,Don't know,To a great e,To a limited,To a great e,To a moderat,To a moderat,To a moderat,To a great e,No,Agree,No,No, ,To a moderat,To the fulle,To a great e,No,No,To some exte,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,Don't Know,No,Yes,Yes,Yes,0,4,Don't know,Don't Know,To a moderat,Don't know,To a limited,Don't know,Don't Know,,Don't know,Don't Know,Don't Know,Don't know,To a limited,No,,,,,,,,,,,Don't know,To a moderat,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't Know,Don't know,Don't know,Don't know,Don't Know,Some, ,Don't know,To a limited,Don't know,Don't know,To a limited,Don't know,To a moderat,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all,To a moderat,To a limited,Not at all,Don't know,Don't know,Don't know,Don't know,Don't know
10-07-81-70,Yes,22/09/ 2014,Gardener,Amhara,Bahir Dar,Not Answered,Lower (less,Other,daily worker,4,3,3,1,1,0,21,Male,Single,,University d,,1500,,,Agree,Agree,Agree,Strongly agr,Strongly agr,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Somewhat sat,,Not at all,To a limited,To the fulle,To a great e,Not at all,To a great e,To a great e,To a great e,To a great e,Not at all,To a great e,No,Disagree,No,No, ,To a moderat,To a moderat,To a great e,No,No,To some exte,,,,,,,,No,Yes,To some exte,No,1,3,Yes,Yes,No,,Don't Know,,,To a limited,Don't Know,To a great e,To a moderat,Don't know,To a great e,Yes,To a moderat,To the fulle,Don't Know,Don't Know,Don't know,To the fulle,No,,,,,,,,,,,To a great e,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,Don't Know,Don't know,75,25,No,No, ,Don't know,Not at all,Not at all,To a limited,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,Not at all,Not at all,Not at all,Not at all,Not at all,To a great e,To a great e,To a great e,To a great e,To a limited,To a limited,To a limited,To a limited,To a great e,To a great e,To a great e,Not at all,Not at all,To a limited,To a moderat,To a moderat
